	index	User_ID	Anime_ID	Feedback
1258	8694	95	543	8
1265	8743	96	9	8
1266	8747	96	141	8
1271	8817	97	17	8
1276	8854	97	2482	8
1288	8901	97	1040	8
1291	8908	97	2100	8
1292	8912	97	622	8
1299	8925	97	631	8
1305	8933	97	1880	8
1310	8942	97	1905	8
1311	8943	97	1906	8
1330	9022	97	664	8
1335	9049	97	1509	8
1336	9053	97	2102	8
1337	9054	97	1882	8
1340	9079	97	2547	8
1345	9103	97	60	8
1353	9147	97	68	8
1362	9184	97	1220	8
1368	9247	97	474	8
1378	9300	97	397	8
1405	9412	97	2651	8
1411	9443	97	802	8
1416	9452	97	2669	8
1425	9489	97	129	8
1431	9540	97	139	8
1443	9618	97	2085	8
1451	9712	97	877	8
1454	9725	97	2742	8
1465	9792	97	907	8
1467	9802	97	1376	8
1468	9810	97	504	8
1475	9856	97	1921	8
1477	9867	97	200	8
1482	9881	97	1741	8
1505	10014	97	227	8
1509	10035	97	1977	8
1539	10155	97	986	8
1542	10160	97	2860	8
1549	10210	97	286	8
1550	10213	97	2389	8
1552	10220	97	1984	8
1571	10305	97	307	8
1578	10335	97	1453	8
1580	10341	97	2917	8
1586	10354	99	1948	8
1589	10361	99	827	8
1592	10371	100	19	8
1595	10383	100	32	8
1599	10412	100	1779	8
1606	10456	100	543	8
1612	10551	100	504	8
1613	10555	100	383	8
1614	10563	100	928	8
1616	10582	100	551	8
1624	10648	100	286	8
1628	10666	100	1701	8
1632	10695	101	17	8
1634	10711	101	1881	8
1641	10738	101	67	8
1646	10746	101	397	8
1654	10828	101	253	8
1664	10970	104	60	8
1667	11004	104	517	8
1669	11050	104	418	8
1670	11059	104	951	8
1673	11089	104	2874	8
1674	11097	104	1308	8
1675	11106	105	17	8
1681	11125	105	694	8
1683	11135	105	9	8
1692	11192	106	67	8
1701	11245	106	201	8
1703	11255	106	1844	8
1706	11279	107	1207	8
1708	11298	108	596	8
1711	11313	108	1773	8
1713	11320	108	690	8
1731	11468	108	1453	8
1733	11478	109	447	8
1736	11495	109	31	8
1737	11496	109	32	8
1741	11531	109	1286	8
1744	11540	109	115	8
1746	11551	109	139	8
1747	11552	109	376	8
1748	11565	109	165	8
1750	11590	109	226	8
1751	11591	109	227	8
1752	11599	109	988	8
1754	11630	110	67	8
1758	11677	110	1308	8
1761	11713	113	32	8
1775	11857	114	823	8
1777	11864	114	564	8
1779	11892	114	877	8
1788	11962	114	1844	8
1790	11974	114	253	8
1791	11979	114	261	8
1796	12021	114	1623	8
1813	12178	116	1844	8
1817	12193	117	19	8
1821	12221	117	253	8
1824	12235	118	1461	8
1827	12246	118	1016	8
1829	12256	118	1946	8
1831	12259	118	2100	8
1832	12260	118	622	8
1835	12271	118	47	8
1836	12273	118	1054	8
1839	12285	118	689	8
1849	12342	118	129	8
1850	12348	118	2691	8
1851	12351	118	376	8
1852	12365	118	1409	8
1853	12370	118	152	8
1857	12399	118	504	8
1860	12410	118	418	8
1862	12421	118	2974	8
1863	12428	118	211	8
1864	12433	118	424	8
1870	12468	118	1849	8
1872	12482	118	261	8
1874	12488	118	1861	8
1876	12497	118	1869	8
1877	12499	118	286	8
1881	12510	119	359	8
1885	12530	119	32	8
1887	12552	119	560	8
1892	12597	119	141	8
1893	12633	119	261	8
1894	12638	119	2061	8
1896	12670	120	9	8
1902	12743	120	261	8
1907	12777	122	628	8
1910	12780	122	631	8
1911	12781	122	632	8
1916	12788	122	1880	8
1917	12795	122	658	8
1918	12812	122	543	8
1921	12824	122	400	8
1936	12973	125	935	8
1962	13140	129	647	8
1972	13202	129	1113	8
1975	13246	129	424	8
1977	13254	129	552	8
1979	13270	129	261	8
1982	13276	129	286	8
1985	13285	130	1461	8
1986	13296	130	560	8
1991	13343	131	1798	8
1998	13412	132	61	8
1999	13417	132	1216	8
2002	13453	132	400	8
2003	13465	132	1409	8
2004	13467	132	1240	8
2010	13562	134	552	8
2021	13620	135	622	8
2023	13622	135	2925	8
2024	13623	135	2142	8
2027	13643	135	67	8
2029	13653	135	731	8
2034	13681	135	2107	8
2035	13684	135	2110	8
2036	13692	136	359	8
2039	13709	136	543	8
2044	13732	137	31	8
2051	13768	137	261	8
2053	13782	138	819	8
2079	13941	140	1869	8
2081	13945	140	1618	8
2084	13960	141	596	8
2087	13977	141	690	8
2092	14059	143	1220	8
2095	14111	143	383	8
2098	14128	143	552	8
2100	14142	143	261	8
2103	14158	143	3011	8
2110	14199	145	658	8
2113	14226	145	543	8
2114	14227	145	9	8
2115	14235	145	1090	8
2119	14276	145	418	8
2123	14313	146	359	8
2128	14338	146	115	8
2129	14340	146	139	8
2130	14344	146	165	8
2133	14359	148	9	8
2135	14375	148	227	8
2143	14479	152	17	8
2144	14484	152	32	8
2151	14547	152	152	8
2158	14584	152	2823	8
2160	14591	152	974	8
2169	14700	156	2190	8
2173	14719	156	3089	8
2174	14731	156	2102	8
2189	14800	156	129	8
2191	14817	156	152	8
2201	14890	156	307	8
2203	14892	156	1723	8
2208	14960	159	474	8
2211	14986	159	1409	8
2213	15021	159	504	8
2215	15041	159	2792	8
2216	15048	159	551	8
2219	15067	159	1977	8
2222	15080	159	974	8
2223	15097	159	286	8
2232	15245	163	200	8
2243	15302	164	307	8
2249	15403	165	276	8
2250	15415	165	327	8
2257	15452	169	3140	8
2265	15493	169	383	8
2268	15519	169	261	8
2276	15634	170	521	8
2277	15661	170	524	8
2279	15677	170	200	8
2286	15720	171	1225	8
2289	15732	171	152	8
2296	15794	174	3164	8
2310	15884	175	227	8
2316	15927	175	2187	8
2319	15950	177	596	8
2322	15957	177	47	8
2323	15965	177	690	8
2330	16005	177	115	8
2332	16031	177	139	8
2335	16054	177	877	8
2338	16070	177	504	8
2339	16077	177	383	8
2343	16109	177	552	8
2346	16122	177	1846	8
2356	16172	177	1701	8
2366	16260	181	543	8
2367	16262	181	9	8
2368	16278	181	400	8
2369	16288	181	564	8
2371	16296	181	521	8
2373	16319	181	524	8
2376	16333	181	418	8
2379	16353	181	218	8
2380	16358	181	551	8
2384	16369	181	227	8
2391	16412	182	90	8
2392	16415	182	9	8
2393	16419	182	517	8
2401	16563	186	152	8
2406	16588	187	447	8
2414	16627	187	115	8
2415	16629	187	517	8
2417	16647	187	165	8
2418	16655	188	359	8
2422	16685	188	67	8
2423	16696	188	9	8
2424	16705	188	376	8
2426	16721	188	418	8
2430	16743	188	1316	8
2433	16768	190	27	8
2439	16819	190	1890	8
2448	16908	192	27	8
2449	16909	192	2190	8
2451	16924	192	560	8
2452	16936	192	88	8
2455	16959	192	376	8
2458	16980	192	935	8
2460	16997	193	17	8
2464	17004	193	32	8
2467	17007	193	1762	8
2469	17020	193	61	8
2482	17154	195	3211	8
2483	17157	195	560	8
2484	17160	195	3212	8
2489	17183	195	115	8
2492	17204	195	141	8
2493	17226	195	907	8
2496	17262	195	1426	8
2498	17276	195	1308	8
2514	17398	197	951	8
2515	17400	198	359	8
2519	17431	198	3221	8
2524	17457	198	1216	8
2525	17479	198	517	8
2529	17511	198	507	8
2533	17548	198	1869	8
2534	17549	199	359	8
2539	17570	199	3231	8
2541	17572	199	34	8
2542	17575	199	613	8
2551	17638	200	688	8
2567	17741	204	88	8
2569	17743	204	9	8
2570	17768	204	504	8
2571	17771	204	383	8
2572	17777	204	552	8
2573	17781	204	1977	8
2578	17791	204	286	8
2584	17829	205	1844	8
2594	17923	208	1849	8
2599	17948	208	1308	8
2620	18152	211	1453	8
2636	18193	213	719	8
2638	18216	213	525	8
2643	18281	214	18	8
2646	18299	214	29	8
2648	18304	214	31	8
2649	18307	214	32	8
2652	18317	214	1762	8
2654	18338	214	1275	8
2659	18351	214	560	8
2673	18410	214	400	8
2675	18417	214	3270	8
2676	18429	214	525	8
2686	18486	214	1316	8
2695	18628	221	67	8
2699	18684	224	47	8
2702	18720	224	9	8
2703	18727	224	115	8
2704	18735	224	1105	8
2705	18739	224	139	8
2707	18759	224	165	8
2708	18772	224	504	8
2709	18776	224	200	8
2711	18791	224	227	8
2713	18811	224	981	8
2714	18813	224	1426	8
2715	18816	224	1865	8
2716	18834	224	307	8
2717	18835	224	1441	8
2723	18857	225	19	8
2724	18860	225	1016	8
2727	18881	225	629	8
2729	18883	225	631	8
2730	18884	225	632	8
2731	18885	225	633	8
2734	18890	225	1879	8
2735	18891	225	1880	8
2737	18895	225	1881	8
2739	18897	225	1905	8
2740	18898	225	1906	8
2742	18907	225	1882	8
2745	18926	225	2018	8
2747	18930	225	543	8
2765	19046	226	1494	8
2767	19057	226	1031	8
2768	19061	226	2100	8
2769	19062	226	622	8
2771	19073	226	3183	8
2777	19105	226	2104	8
2778	19118	226	564	8
2780	19123	226	2107	8
2783	19161	226	504	8
2784	19166	226	383	8
2787	19197	226	552	8
2790	19206	226	227	8
2797	19241	226	1426	8
2803	19280	226	327	8
2806	19291	227	359	8
2810	19344	227	596	8
2813	19375	227	1207	8
2814	19376	227	2100	8
2815	19377	227	622	8
2816	19382	227	455	8
2819	19394	227	3023	8
2820	19411	227	1559	8
2821	19412	227	664	8
2824	19440	227	705	8
2826	19452	227	1219	8
2831	19500	227	9	8
2832	19510	227	777	8
2838	19570	227	376	8
2840	19584	227	521	8
2841	19619	227	524	8
2842	19652	227	383	8
2843	19662	227	200	8
2846	19699	227	552	8
2850	19716	227	1844	8
2851	19736	227	253	8
2857	19800	227	1538	8
2863	19850	229	504	8
2864	19869	229	981	8
2867	19882	229	1869	8
2869	19895	229	1618	8
2871	19907	229	1441	8
2874	19920	229	1453	8
2878	19930	230	67	8
2881	19949	231	29	8
2884	19958	231	47	8
2886	19966	231	1509	8
2890	19977	231	719	8
2891	19991	231	9	8
2893	20011	231	376	8
2895	20033	231	525	8
2896	20049	231	504	8
2897	20089	231	253	8
2898	20110	231	286	8
2900	20126	231	1453	8
2902	20132	231	1989	8
2903	20133	232	47	8
2908	20194	234	27	8
2914	20228	234	418	8
2915	20245	234	258	8
2916	20246	234	261	8
2926	20295	236	115	8
2927	20296	236	139	8
2929	20306	236	1844	8
2930	20312	236	261	8
2937	20352	239	596	8
2940	20357	239	2037	8
2941	20371	239	690	8
2942	20374	239	1787	8
2944	20376	239	67	8
2950	20405	239	517	8
2951	20411	239	815	8
2952	20416	239	830	8
2953	20423	239	152	8
2958	20470	239	226	8
2963	20488	239	1668	8
2966	20505	239	261	8
2967	20511	239	981	8
2968	20514	239	1861	8
2979	20683	240	1316	8
2980	20685	240	1308	8
2981	20686	240	1310	8
2992	20762	244	1773	8
2994	20771	244	560	8
2996	20786	244	1218	8
3000	20806	244	3370	8
3004	20826	244	2776	8
3010	20864	245	1222	8
3014	20898	245	1846	8
3015	20910	245	253	8
3016	20919	245	1425	8
3024	21001	246	1099	8
3036	21090	248	129	8
3043	21128	249	31	8
3047	21139	249	560	8
3054	21222	251	1113	8
3077	21427	252	88	8
3080	21434	252	376	8
3081	21440	253	1009	8
3086	21486	253	3408	8
3094	21524	253	2289	8
3100	21565	253	47	8
3104	21585	253	672	8
3105	21591	253	560	8
3111	21618	253	699	8
3116	21644	253	719	8
3126	21711	253	9	8
3127	21719	253	777	8
3128	21724	253	779	8
3133	21798	253	835	8
3134	21801	253	376	8
3135	21810	253	2458	8
3139	21892	253	907	8
3141	21899	253	1376	8
3142	21903	253	504	8
3150	21987	253	552	8
3151	21999	253	3462	8
3157	22022	253	1849	8
3158	22048	253	1861	8
3159	22049	253	2159	8
3160	22056	253	988	8
3161	22058	253	1316	8
3163	22061	253	286	8
3165	22067	253	1618	8
3167	22074	253	307	8
3169	22089	253	1989	8
3170	22090	254	359	8
3173	22118	254	67	8
3174	22121	254	1219	8
3175	22128	254	474	8
3177	22133	254	9	8
3179	22150	254	2021	8
3188	22189	254	951	8
3191	22198	254	1844	8
3192	22201	254	253	8
3194	22219	254	286	8
3195	22238	254	307	8
3197	22247	254	1623	8
3206	22290	256	560	8
3207	22293	256	61	8
3210	22329	256	261	8
3211	22351	257	129	8
3213	22378	257	227	8
3217	22397	258	543	8
3221	22421	258	551	8
3222	22424	259	2033	8
3223	22425	259	3472	8
3232	22464	259	769	8
3236	22495	259	152	8
3243	22556	260	18	8
3244	22562	260	36	8
3245	22571	260	682	8
3246	22574	260	67	8
3254	22670	261	376	8
3264	22731	261	1623	8
3266	22740	262	31	8
3267	22741	262	32	8
3269	22746	262	67	8
3270	22747	262	68	8
3292	22899	265	1100	8
3299	22933	266	61	8
3308	23035	269	19	8
3321	23160	269	231	8
3336	23286	271	3515	8
3337	23287	271	3516	8
3342	23340	272	32	8
3344	23356	272	376	8
3349	23415	274	1286	8
3350	23425	274	376	8
3362	23527	277	19	8
3363	23528	277	31	8
3366	23539	277	9	8
3367	23549	277	152	8
3369	23564	277	200	8
3380	23606	278	1336	8
3382	23613	278	60	8
3395	23724	279	227	8
3416	23878	285	690	8
3419	23886	285	2299	8
3423	23914	285	517	8
3430	23963	285	1376	8
3431	23967	285	504	8
3435	23984	285	935	8
3436	23995	285	552	8
3438	24003	285	1849	8
3439	24006	285	2827	8
3442	24022	285	981	8
3444	24034	285	281	8
3449	24050	285	1439	8
3452	24074	287	447	8
3468	24204	287	115	8
3469	24225	287	139	8
3470	24254	287	165	8
3471	24264	287	2002	8
3475	24296	287	1844	8
3479	24312	287	1316	8
3483	24339	288	1754	8
3493	24423	288	779	8
3501	24496	288	376	8
3510	24590	288	504	8
3511	24600	288	383	8
3513	24603	288	507	8
3515	24610	288	418	8
3520	24646	288	424	8
3522	24668	288	552	8
3525	24674	288	1841	8
3526	24678	288	1932	8
3527	24680	288	227	8
3529	24691	288	1844	8
3531	24694	288	1846	8
3532	24696	288	1978	8
3535	24715	288	253	8
3539	24738	288	981	8
3549	24803	288	311	8
3551	24805	288	1985	8
3553	24819	288	1623	8
3554	24821	288	1453	8
3558	24839	289	18	8
3559	24840	289	19	8
3569	24895	289	9	8
3570	24906	289	400	8
3576	24925	289	564	8
3594	25076	289	1157	8
3596	25087	289	307	8
3602	25130	292	32	8
3604	25135	292	3558	8
3605	25138	292	3254	8
3607	25172	293	67	8
3610	25185	293	1105	8
3622	25221	294	1426	8
3625	25241	296	376	8
3626	25259	296	253	8
3632	25311	299	694	8
3636	25321	299	1220	8
3637	25325	299	1798	8
3646	25426	299	1839	8
3652	25478	300	200	8
3656	25512	301	598	8
3667	25587	304	286	8
3668	25590	305	359	8
3669	25625	305	17	8
3674	25678	305	1031	8
3694	25828	305	705	8
3707	25927	305	90	8
3711	25989	305	115	8
3717	26059	305	1105	8
3718	26071	305	139	8
3724	26139	305	152	8
3725	26192	305	165	8
3736	26297	305	200	8
3738	26325	305	935	8
3743	26382	305	1841	8
3752	26468	305	261	8
3756	26499	305	1426	8
3758	26530	305	286	8
3759	26536	305	1984	8
3763	26561	305	1701	8
3767	26573	305	1441	8
3768	26581	306	19	8
3772	26634	306	9	8
3778	26696	306	877	8
3780	26705	306	525	8
3781	26727	306	504	8
3782	26731	306	383	8
3783	26734	306	418	8
3787	26775	306	1844	8
3792	26815	306	258	8
3795	26827	306	1861	8
3797	26835	306	1426	8
3799	26854	306	286	8
3808	26922	307	9	8
3809	26930	307	2640	8
3810	26936	307	400	8
3812	26951	307	1105	8
3821	27028	307	551	8
3824	27039	307	232	8
3825	27042	307	1844	8
3828	27058	307	286	8
3830	27063	307	1308	8
3831	27068	307	1310	8
3833	27082	308	376	8
3834	27099	309	504	8
3836	27105	310	359	8
3837	27106	310	1553	8
3838	27118	311	359	8
3839	27128	311	19	8
3840	27135	311	27	8
3842	27151	311	560	8
3846	27180	311	115	8
3847	27182	311	793	8
3851	27249	311	552	8
3869	27369	315	18	8
3870	27371	315	19	8
3889	27527	315	1869	8
3892	27543	317	17	8
3896	27556	317	47	8
3900	27582	317	2021	8
3905	27628	317	1426	8
3915	27690	319	613	8
3916	27707	319	563	8
3922	27776	320	9	8
3923	27778	320	564	8
3931	27890	324	622	8
3952	28058	328	9	8
3954	28073	329	359	8
3956	28092	329	1461	8
3961	28133	329	598	8
3965	28148	329	32	8
3973	28170	329	1905	8
3977	28183	329	47	8
3979	28190	329	3232	8
3980	28212	329	672	8
3983	28220	329	682	8
3989	28245	329	67	8
3992	28258	329	1898	8
3993	28260	329	719	8
3995	28295	329	3644	8
3999	28312	329	1225	8
4000	28314	329	88	8
4003	28333	329	97	8
4004	28335	329	9	8
4016	28446	329	146	8
4017	28459	329	1370	8
4018	28460	329	152	8
4019	28488	329	165	8
4020	28518	329	1963	8
4022	28524	329	504	8
4023	28530	329	1832	8
4025	28536	329	201	8
4031	28563	329	1841	8
4032	28568	329	261	8
4035	28581	330	585	8
4037	28592	330	27	8
4044	28616	330	2212	8
4047	28622	330	694	8
4049	28627	330	1216	8
4050	28629	330	2299	8
4054	28656	332	17	8
4058	28677	332	3175	8
4065	28702	332	3180	8
4081	28843	333	32	8
4085	28874	333	3666	8
4089	28903	333	1787	8
4093	28965	333	779	8
4094	28989	333	1099	8
4095	28990	333	563	8
4097	29007	333	823	8
4102	29056	333	1592	8
4103	29083	333	1832	8
4110	29149	335	1009	8
4114	29169	335	19	8
4115	29179	335	1016	8
4118	29202	335	29	8
4119	29203	335	607	8
4123	29213	335	34	8
4125	29217	335	613	8
4129	29230	335	1040	8
4131	29233	335	620	8
4138	29254	335	47	8
4141	29269	335	664	8
4143	29278	335	669	8
4146	29288	335	2537	8
4148	29291	335	682	8
4151	29303	335	60	8
4153	29318	335	67	8
4158	29349	335	2018	8
4160	29360	335	3444	8
4162	29375	335	1088	8
4163	29380	335	9	8
4165	29395	335	2079	8
4169	29435	335	2148	8
4170	29436	335	129	8
4173	29453	335	835	8
4175	29457	335	1368	8
4180	29484	335	1132	8
4186	29516	336	455	8
4187	29519	336	47	8
4188	29528	336	560	8
4191	29545	336	1087	8
4192	29547	336	376	8
4199	29582	338	27	8
4200	29586	338	31	8
4208	29644	340	596	8
4225	29698	340	682	8
4229	29755	341	359	8
4231	29772	341	3714	8
4234	29813	341	598	8
4236	29829	341	3221	8
4238	29847	341	3178	8
4244	29882	341	1399	8
4246	29888	341	67	8
4247	29912	341	9	8
4250	29934	341	165	8
4251	29958	341	261	8
4255	29988	343	3714	8
4259	30024	343	596	8
4261	30030	343	598	8
4264	30043	343	3221	8
4265	30044	343	3740	8
4272	30070	343	3481	8
4276	30078	343	1054	8
4277	30084	343	1559	8
4278	30116	343	699	8
4280	30120	343	67	8
4282	30127	343	1222	8
4284	30136	343	521	8
4286	30142	344	3212	8
4290	30159	345	47	8
4291	30164	345	68	8
4297	30253	347	3644	8
4303	30311	348	2142	8
4307	30334	349	18	8
4325	30402	349	258	8
4338	30506	352	447	8
4339	30535	352	596	8
4347	30573	352	1771	8
4348	30584	352	658	8
4350	30598	352	1779	8
4359	30678	352	543	8
4362	30690	352	115	8
4363	30701	352	139	8
4366	30729	354	568	8
4389	30889	354	9	8
4405	31040	354	165	8
4415	31128	354	507	8
4418	31148	354	1921	8
4420	31158	354	200	8
4432	31244	354	552	8
4436	31268	354	226	8
4455	31376	354	258	8
4473	31466	354	281	8
4474	31471	354	1869	8
4489	31541	354	307	8
4499	31598	354	1453	8
4514	31663	355	19	8
4515	31678	355	3175	8
4516	31680	355	27	8
4517	31688	355	31	8
4522	31698	355	3178	8
4525	31707	355	3180	8
4527	31731	355	689	8
4534	31773	355	115	8
4541	31872	357	32	8
4542	31893	357	3851	8
4543	31897	357	3023	8
4547	31916	358	3856	8
4552	31970	360	690	8
4556	31990	361	19	8
4557	32003	361	596	8
4568	32045	361	1336	8
4571	32060	361	560	8
4584	32185	364	2033	8
4585	32186	364	3472	8
4597	32269	364	3884	8
4600	32277	364	1628	8
4601	32279	364	3740	8
4606	32319	364	3912	8
4622	32368	364	3308	8
4624	32372	364	3925	8
4627	32394	364	3012	8
4630	32398	364	3946	8
4632	32410	364	3950	8
4635	32431	364	3696	8
4638	32464	364	694	8
4640	32482	364	3655	8
4641	32484	364	4026	8
4649	32521	364	722	8
4654	32549	364	2958	8
4657	32560	364	90	8
4660	32582	364	9	8
4662	32597	364	517	8
4663	32600	364	815	8
4664	32601	364	3544	8
4665	32604	364	830	8
4667	32615	364	2167	8
4671	32661	367	9	8
4681	32736	369	365	8
4687	32764	370	27	8
4689	32767	370	34	8
4693	32798	372	18	8
4694	32816	372	1336	8
4697	32840	373	447	8
4698	32851	373	596	8
4702	32905	374	3856	8
4718	33005	375	2288	8
4719	33007	375	2289	8
4734	33094	375	4212	8
4738	33127	375	9	8
4772	33404	375	418	8
4808	33651	376	18	8
4810	33678	376	1031	8
4816	33714	376	560	8
4820	33731	376	67	8
4822	33737	376	4227	8
4826	33773	376	1579	8
4828	33794	376	827	8
4830	33801	376	2458	8
4833	33859	376	218	8
4835	33876	377	4229	8
4842	33928	379	18	8
4849	33963	381	359	8
4852	33994	381	3042	8
4856	34024	381	1164	8
4861	34090	383	455	8
4867	34149	384	4243	8
4871	34165	384	1494	8
4878	34203	384	32	8
4880	34212	384	613	8
4882	34219	384	627	8
4883	34220	384	628	8
4886	34225	384	1879	8
4887	34226	384	1880	8
4888	34227	384	1164	8
4891	34234	384	3084	8
4894	34252	384	2373	8
4896	34254	384	2375	8
4899	34263	384	4172	8
4902	34287	386	359	8
4909	34309	386	613	8
4911	34320	386	1277	8
4916	34355	387	31	8
4918	34357	387	34	8
4919	34367	387	1336	8
4920	34369	387	1054	8
4921	34387	387	694	8
4922	34400	387	543	8
4925	34413	388	19	8
4931	34445	388	47	8
4935	34460	388	1784	8
4936	34461	388	3230	8
4938	34466	388	1788	8
4947	34500	388	2458	8
4957	34565	390	3472	8
4966	34694	390	2287	8
4975	34730	390	4272	8
4976	34734	390	1760	8
4979	34745	390	618	8
4981	34749	390	620	8
4983	34766	390	2494	8
4984	34767	390	2495	8
4991	34810	390	1275	8
4994	34821	390	1054	8
4997	34836	390	4292	8
5000	34866	390	2532	8
5002	34872	390	4295	8
5003	34883	390	682	8
5004	34888	390	689	8
5005	34891	390	694	8
5010	34916	390	2299	8
5012	34920	390	1169	8
5014	34925	390	1222	8
5016	34944	390	474	8
5024	34982	391	596	8
5026	34995	391	3140	8
5027	34999	391	622	8
5028	35006	391	647	8
5033	35062	391	4321	8
5034	35086	391	90	8
5042	35131	391	129	8
5046	35140	391	564	8
5048	35144	391	141	8
5049	35161	391	2167	8
5052	35183	391	3339	8
5054	35209	391	504	8
5055	35214	391	507	8
5056	35216	391	921	8
5061	35260	391	1844	8
5064	35280	391	253	8
5065	35289	391	261	8
5075	35351	393	689	8
5080	35381	394	17	8
5083	35394	394	455	8
5084	35396	394	1277	8
5087	35412	396	573	8
5088	35414	396	18	8
5090	35422	396	19	8
5093	35439	396	32	8
5096	35449	396	1762	8
5101	35498	396	2300	8
5105	35510	396	1409	8
5107	35541	397	447	8
5110	35559	397	19	8
5115	35599	397	3232	8
5118	35623	397	1632	8
5119	35625	397	1568	8
5124	35675	398	27	8
5125	35678	398	31	8
5131	35703	398	560	8
5136	35731	399	359	8
5138	35745	399	3385	8
5141	35770	400	1461	8
5145	35790	400	1628	8
5146	35794	400	1760	8
5149	35814	400	2212	8
5153	35836	400	694	8
5156	35850	400	67	8
5157	35857	400	1795	8
5159	35887	400	3368	8
5162	35897	400	543	8
5166	35920	400	115	8
5176	36071	401	596	8
5183	36090	401	1164	8
5186	36099	401	47	8
5187	36102	401	1054	8
5188	36107	401	656	8
5189	36109	401	1559	8
5192	36117	401	1509	8
5206	36165	402	17	8
5214	36193	402	1498	8
5215	36202	402	2190	8
5217	36204	402	1037	8
5218	36207	402	1040	8
5221	36216	402	630	8
5222	36217	402	631	8
5223	36218	402	632	8
5224	36219	402	633	8
5225	36220	402	1878	8
5226	36223	402	1879	8
5227	36224	402	1880	8
5229	36229	402	2013	8
5230	36230	402	1905	8
5231	36231	402	1906	8
5235	36252	402	664	8
5244	36289	402	1169	8
5247	36305	402	2018	8
5254	36356	404	19	8
5256	36365	404	1762	8
5259	36383	404	560	8
5263	36397	406	359	8
5264	36422	406	18	8
5275	36503	406	690	8
5277	36510	406	68	8
5278	36515	406	1220	8
5286	36568	408	1494	8
5288	36592	408	1754	8
5291	36607	408	29	8
5292	36608	408	607	8
5293	36609	408	1031	8
5295	36627	408	1040	8
5304	36644	408	633	8
5305	36645	408	1878	8
5313	36665	408	1948	8
5316	36672	408	1054	8
5318	36684	408	1559	8
5321	36707	408	1882	8
5322	36708	408	560	8
5326	36731	408	699	8
5327	36733	408	3195	8
5328	36734	408	705	8
5333	36749	408	1218	8
5335	36753	408	1220	8
5337	36771	408	3330	8
5339	36780	408	2596	8
5340	36781	408	474	8
5341	36786	408	2604	8
5342	36788	408	88	8
5351	36855	408	521	8
5352	36872	408	504	8
5355	36887	408	552	8
5358	36936	410	447	8
5367	36990	410	3408	8
5368	36991	410	1754	8
5371	37009	410	607	8
5374	37017	410	1498	8
5375	37024	410	3557	8
5377	37035	410	1763	8
5378	37038	410	618	8
5386	37085	410	3232	8
5387	37092	410	658	8
5394	37136	410	690	8
5395	37142	410	695	8
5396	37148	410	3212	8
5398	37152	410	1943	8
5401	37166	410	1216	8
5402	37169	410	67	8
5407	37184	410	470	8
5409	37190	410	719	8
5413	37219	410	3644	8
5417	37241	410	1087	8
5428	37302	410	563	8
5430	37338	410	827	8
5432	37347	410	139	8
5433	37351	410	376	8
5438	37414	410	988	8
5444	37441	411	19	8
5447	37462	411	32	8
5449	37466	411	613	8
5459	37537	414	447	8
5461	37557	414	596	8
5462	37563	414	2288	8
5463	37566	414	620	8
5464	37572	414	3084	8
5466	37580	414	658	8
5467	37581	414	664	8
5468	37590	414	3430	8
5469	37592	414	690	8
5471	37596	414	1399	8
5476	37671	416	359	8
5480	37729	416	3221	8
5482	37737	416	36	8
5483	37738	416	1037	8
5484	37741	416	1040	8
5487	37746	416	1881	8
5489	37760	416	4389	8
5490	37770	416	3778	8
5492	37796	416	1882	8
5502	37874	417	19	8
5503	37881	417	29	8
5504	37894	417	1336	8
5506	37909	417	61	8
5507	37924	417	719	8
5511	37941	417	9	8
5514	37962	418	359	8
5523	38009	418	1054	8
5530	38053	418	699	8
5533	38060	418	67	8
5534	38064	418	709	8
5535	38075	418	4211	8
5536	38083	418	731	8
5539	38104	418	1286	8
5542	38113	418	1087	8
5544	38126	418	397	8
5546	38138	418	9	8
5550	38176	418	115	8
5554	38197	418	2104	8
5566	38248	418	2084	8
5568	38253	418	830	8
5569	38259	418	139	8
5570	38260	418	564	8
5573	38281	418	2107	8
5579	38349	418	165	8
5580	38356	418	524	8
5586	38407	418	418	8
5588	38426	418	935	8
5600	38524	418	1865	8
5605	38570	419	18	8
5614	38652	420	36	8
5627	38714	422	19	8
5631	38724	422	34	8
5652	38763	423	1901	8
5658	38771	423	1906	8
5660	38775	423	682	8
5669	38808	424	67	8
5688	38939	428	3084	8
5690	38960	429	1005	8
5691	38967	429	1009	8
5694	39016	429	1016	8
5699	39056	429	1031	8
5705	39088	429	1881	8
5709	39106	429	1046	8
5718	39132	429	47	8
5719	39135	429	1054	8
5721	39141	429	656	8
5726	39159	429	1882	8
5728	39167	429	682	8
5731	39175	429	60	8
5734	39198	429	719	8
5735	39199	429	1220	8
5737	39209	429	1798	8
5749	39341	429	227	8
5750	39354	429	988	8
5751	39357	429	286	8
5753	39367	430	568	8
5754	39398	430	18	8
5766	39454	430	34	8
5767	39457	430	1628	8
5768	39460	430	2289	8
5770	39466	430	2190	8
5774	39473	430	620	8
5775	39477	430	1207	8
5778	39503	430	658	8
5784	39535	430	690	8
5797	39596	431	18	8
5798	39597	431	19	8
5802	39652	434	18	8
5804	39671	434	34	8
5805	39676	434	1762	8
5807	39695	434	1779	8
5810	39726	434	3444	8
5811	39735	435	359	8
5812	39738	435	568	8
5814	39761	435	447	8
5817	39778	435	4243	8
5820	39781	435	4462	8
