	Unnamed: 0	anime_ids	name	genre	type	episodes	rating	members
2726	2727	6490	Maison Ikkoku: Utsuriyuku Kisetsu no Naka de	Category 2,Category 5	OVA	1	7.15	1458
2727	2728	6072	MEMORiES MELODiES	Category 3	Music	1	7.15	699
2728	2729	3691	Ninku	Category 4	TV	55	7.15	2424
2729	2730	2272	Oshiete! Galko-chan	Category 2,Category 5	TV	12	7.15	45778
2730	2731	4331	Owari no Seraph: Kyuuketsuki Shahar	Category 8,Category 1,Category 4,Category 2	OVA	1	7.15	17815
2731	2732	1051	Project ARMS	Category 1,Category 4	TV	26	7.15	6903
2732	2733	4200	Roujin Z	Category 6,Category 2,Category 5	OVA	1	7.15	9358
2733	2734	2732	Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen	Category 1,Category 4,Category 2	OVA	2	7.15	13795
2734	2735	1530	Seirei Tsukai no Blade Dance	Category 8,Category 1,Category 2,Category 5	TV	12	7.15	124448
2735	2736	1953	Shin Koihime†Musou: Otome Tairan	Category 8,Category 1,Category 4,Category 5	TV	12	7.15	13089
2736	2737	2882	Sore ga Seiyuu!	Category 5	TV	13	7.15	25707
2737	2738	7270	Soukou Kihei Votoms: Koei Futatabi	Category 6,Category 1,Category 2	OVA	1	7.15	1590
2738	2739	1217	Strike Witches	Category 8,Category 6,Category 1,Category 5	TV	12	7.15	96159
2739	2740	5625	Tom Sawyer no Bouken	Category 1,Category 4,Category 2,Category 5	TV	49	7.15	2322
2740	2741	3515	Usavich	Category 4,Category 5	TV	13	7.15	4675
2741	2742	5987	Wake Up, Girls! Seishun no Kage	Category 3,Category 2	Movie	1	7.15	3560
2742	2743	5245	Wata no Kuni Hoshi	Category 8,Category 7,Category 2	Movie	1	7.15	1835
2743	2744	510	.hack//Sign	Category 3,Category 4,Category 7,Category 8,Category 6	TV	26	7.14	110304
2744	2745	2634	30th Gundam Perfect Mission	Category 6	OVA	1	7.14	3963
2745	2746	21	Air Master	Category 1,Category 5	TV	27	7.14	22433
2746	2747	7245	Aura Battler Dunbine	Category 4,Category 6	TV	49	7.14	3694
2747	2748	5668	Cardfight!! Vanguard G: Stride Gate-hen	Category 1,Category 4,Category 3	TV	24	7.14	2121
2748	2749	6936	Cardfight!! Vanguard Movie: Neon Messiah	Category 8,Category 1,Category 4,Category 3	Movie	1	7.14	2336
2749	2750	5495	Cyborg 009 (TV)	Category 1,Category 4,Category 6	TV	26	7.14	3496
2750	2751	5571	Detective Conan OVA 12: The Miracle of Excalibur	Category 7,Category 4,Category 3,Category 5	OVA	1	7.14	4947
2751	2752	2546	Devilman: Yochou Sirene-hen	Category 8,Category 6,Category 7	OVA	1	7.14	5858
2752	2753	633	Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin	Category 8,Category 6,Category 4,Category 5	Movie	1	7.14	52690
2753	2754	2018	Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!	Category 8,Category 1,Category 4,Category 5	Special	1	7.14	25251
2754	2755	308	Gakusen Toshi Asterisk	Category 2,Category 1,Category 5,Category 8,Category 6	TV	12	7.14	168657
2755	2756	4469	Galaxy Angel	Category 6,Category 5	TV	24	7.14	17601
2756	2757	4967	Hells	Category 7,Category 4,Category 5	Movie	1	7.14	9255
2757	2758	4871	Hotori: Tada Saiwai wo Koinegau	Category 6,Category 2	Movie	1	7.14	3701
2758	2759	2059	IS: Infinite Stratos 2 - World Purge-hen	Category 6,Category 1,Category 5	OVA	1	7.14	28626
2759	2760	1069	Kamen no Maid Guy	Category 1,Category 4,Category 5	TV	12	7.14	27761
2760	2761	846	Kamisama Dolls	Category 8,Category 1	TV	13	7.14	47665
2761	2762	5734	Kemono no Souja Erin: Soushuuhen	Category 4,Category 2,Category 1,Category 5,Category 8	TV	10	7.14	1386
2762	2763	845	Last Exile: Ginyoku no Fam	Category 1,Category 4,Category 6	TV	21	7.14	28616
2763	2764	5940	Mai-Otome Specials	Category 8,Category 2,Category 5	Special	9	7.14	4609
2764	2765	1559	Murder Princess	Category 8,Category 1,Category 4	OVA	6	7.14	39377
2765	2766	5069	Nils no Fushigi na Tabi	Category 8,Category 4	TV	52	7.14	2702
2766	2767	6628	Onegai! Samia Don	Category 8,Category 4,Category 5	TV	78	7.14	472
2767	2768	1498	Onegai☆Twins: Natsu wa Owaranai	Category 2,Category 5	OVA	1	7.14	22614
2768	2769	6631	Papa to Odorou	Category 5	TV	16	7.14	567
2769	2770	757	Pokemon Diamond &amp; Pearl: Arceus Choukoku no Jikuu e	Category 4,Category 2,Category 1,Category 5,Category 8	Movie	1	7.14	29668
2770	2771	1560	Pokemon: Mewtwo! Ware wa Koko ni Ari	Category 4,Category 2,Category 1,Category 5,Category 8	Special	1	7.14	38638
2771	2772	465	Rosario to Vampire	Category 8,Category 4,Category 2,Category 5	TV	13	7.14	299278
2772	2773	2932	Ryuusei no Rockman Tribe	Category 4	TV	21	7.14	3510
2773	2774	4298	Seihou Bukyou Outlaw Star Pilot	Category 1,Category 6	Special	1	7.14	4046
2774	2775	1314	Terra Formars	Category 6,Category 1,Category 7,Category 2	TV	13	7.14	95964
2775	2776	2809	Toaru Kagaku no Railgun S: Motto Marutto Railgun	Category 5	Special	2	7.14	14807
2776	2777	2231	Toaru Majutsu no Index-tan II	Category 5	Special	2	7.14	20942
2777	2778	4195	3x3 Eyes Seima Densetsu	Category 4,Category 2,Category 7,Category 1,Category 8	OVA	3	7.13	8892
2778	2779	1936	Blue Gender	Category 6,Category 7,Category 4,Category 2	TV	26	7.13	40581
2779	2780	3917	Blue Seed	Category 4,Category 2,Category 7,Category 1,Category 5,Category 8,Category 6	TV	26	7.13	15194
2780	2781	3161	Captain Future	Category 1,Category 4,Category 6	TV	52	7.13	1837
2781	2782	4534	Galaxy Angel Z Special	Category 6,Category 5	Special	1	7.13	2208
2782	2783	2974	gdgd Fairies 2	Category 8,Category 5	TV	12	7.13	1248
2783	2784	3851	Generator Gawl	Category 4,Category 2,Category 1,Category 5,Category 6	TV	12	7.13	5457
2784	2785	3314	Gunslinger Girl: Il Teatrino OVA	Category 6,Category 1,Category 2	OVA	2	7.13	15785
2785	2786	5633	Hi no Tori: Houou-hen	Category 8,Category 1,Category 2	Movie	1	7.13	1323
2786	2787	517	Hidan no Aria	Category 1,Category 2,Category 5	TV	12	7.13	171888
2787	2788	1746	Karneval Specials	Category 5	Special	11	7.13	4415
2788	2789	1563	Kenyuu Densetsu Yaiba	Category 8,Category 1,Category 4,Category 5	TV	52	7.13	5158
2789	2790	1950	Kodomo no Jikan (TV)	Category 2,Category 5	TV	12	7.13	63348
2790	2791	1954	Koe de Oshigoto! The Animation	Category 1,Category 5	OVA	2	7.13	57466
2791	2792	3333	Kono Danshi, Mahou ga Oshigoto Desu.	Category 8,Category 9	TV	4	7.13	9961
2792	2793	1557	Kyuuketsuhime Miyu	Category 8,Category 1,Category 7,Category 2	OVA	4	7.13	11019
2793	2794	2925	Medarot	Category 6,Category 4,Category 5	TV	52	7.13	30148
2794	2795	1669	Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.	Category 2,Category 5	Special	1	7.13	19538
2795	2796	69	Monochrome Factor	Category 8,Category 1,Category 9	TV	24	7.13	36517
2796	2797	6720	Ochamegami Monogatari: Korokoro Pollon	Category 8,Category 5	TV	46	7.13	1049
2797	2798	4898	Pandane to Tamago-hime	Category 8,Category 4	Movie	1	7.13	1995
2798	2799	790	Pokemon Diamond &amp; Pearl: Genei no Hasha Zoroark	Category 8,Category 1,Category 4	Movie	1	7.13	24575
2799	2800	1109	Prince of Tennis: Mini Theater	Category 5	Special	3	7.13	3010
2800	2801	6677	Ranma ½: Tendou-ke no Oyobidenai Yatsura!	Category 1,Category 5	Special	1	7.13	2077
2801	2802	3519	Robotica*Robotics	Category 6,Category 9,Category 7,Category 5	OVA	1	7.12	5769
2802	2803	2375	Saint Seiya: Kamigami no Atsuki Tatakai	Category 4,Category 6	Movie	1	7.13	8894
2803	2804	1539	Shinmai Maou no Testament Burst	Category 8,Category 1,Category 2,Category 5	TV	10	7.13	93293
2804	2805	3747	Sky Girls	Category 6	TV	26	7.13	17115
2805	2806	4706	Thermae Romae	Category 1,Category 5	TV	3	7.13	13444
2806	2807	1363	Toriko: Jump Super Anime Tour 2009 Special	Category 1,Category 4,Category 5	Special	1	7.13	4650
2807	2808	4302	Virtua Fighter	Category 1,Category 4,Category 5	TV	35	7.13	3875
2808	2809	3185	Batman: Gotham Knight	Category 1,Category 4	OVA	6	7.12	15958
2809	2810	2069	Code Geass: Hangyaku no Lelouch Recaps	Category 1,Category 4,Category 2,Category 6	Special	2	7.12	23194
2810	2811	548	Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou	Category 7	OVA	4	7.12	126699
2811	2812	545	Deadman Wonderland OVA	Category 6,Category 1,Category 7	OVA	1	7.12	78878
2812	2813	7258	Dennou Boukenki Webdiver	Category 4,Category 6	TV	52	7.12	876
2813	2814	3824	Futsuu no Joshikousei ga [Locodol] Yattemita. OVA	Category 1,Category 5	OVA	2	7.12	4122
2814	2815	1758	Gravitation: Lyrics of Love	Category 9,Category 2,Category 5	OVA	2	7.12	22015
2815	2816	5091	Houkago no Ouji-sama	Category 3,Category 4,Category 2,Category 5	Special	5	7.13	1199
2816	2817	5156	Inazuma Eleven Go: Galaxy	Category 3,Category 4	TV	43	7.11	9258
2817	2818	3408	Iriya no Sora, UFO no Natsu	Category 6,Category 2	OVA	6	7.12	18254
2818	2819	487	IS: Infinite Stratos	Category 6,Category 1,Category 5	TV	12	7.12	254543
2819	2820	853	IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou	Category 6,Category 1,Category 5	OVA	1	7.12	56577
2820	2821	2578	Kaibutsu Oujo: Konsui Oujo	Category 8,Category 7,Category 5	Special	1	7.12	7362
2821	2822	6905	Kakutou Bijin Wulong: Rebirth	Category 1,Category 4,Category 2,Category 5	TV	25	7.12	1895
2822	2823	3462	Kill Me Baby: Butsuzou Kegatte Nise Halloween	Category 2,Category 5	OVA	1	7.12	7171
2823	2824	4727	Maihime	Category 1,Category 2	OVA	1	7.12	1120
2824	2825	2523	Mobile Suit Gundam MS IGLOO: Apocalypse 0079	Category 6	OVA	3	7.12	7862
2825	2826	3481	Mushrambo	Category 8,Category 6,Category 4,Category 2	TV	32	7.12	8722
2826	2827	6008	NG Knight Ramune &amp; 40	Category 8,Category 6,Category 4,Category 5	TV	38	7.12	1056
2827	2828	6402	Nijiiro Hotaru: Eien no Natsuyasumi	Category 8,Category 5,Category 2	Movie	1	7.12	3523
2828	2829	2915	Nisekoi: OVA	Category 4,Category 2,Category 5	OVA	2	7.12	17022
2829	2830	6526	Ochame na Futago: Claire Gakuin Monogatari	Category 1,Category 4,Category 2,Category 5	TV	26	7.12	1228
2830	2831	2049	Ro-Kyu-Bu!: Tomoka no Ichigo Sundae	Category 3,Category 2,Category 5	OVA	1	7.12	10122
2831	2832	2689	Rurouni Kenshin: Review Special	Category 1,Category 4,Category 5	Special	1	7.12	3323
2832	2833	6249	Scryed Alteration I: Tao	Category 1,Category 4,Category 6	Movie	1	7.13	3108
2833	2834	1445	Servamp	Category 8,Category 1,Category 2,Category 5	TV	12	7.12	73126
2834	2835	761	Shikabane Hime: Kuro Special	Category 4,Category 7,Category 2,Category 1,Category 8	Special	1	7.12	9558
2835	2836	7198	Stop!! Hibari-kun!	Category 5	TV	35	7.12	1355
2836	2837	1792	Switch	Category 1,Category 7	OVA	2	7.12	17871
2837	2838	6805	Ura Tegamibachi	Category 5	Special	25	7.12	3326
2838	2839	2597	Yu☆Gi☆Oh! 5D&#039;s: Shinkasuru Kettou! Stardust vs. Red Demon&#039;s	Category 8,Category 3,Category 6	Special	1	7.12	5176
2839	2840	4315	Anime Himitsu no Hanazono	Category 1,Category 4,Category 2	TV	39	7.11	2188
2840	2841	2208	Azumanga Daioh: Gekijou Tanpen	Category 2,Category 5	Special	1	7.11	28941
2841	2842	2094	Binan Koukou Chikyuu Bouei-bu LOVE!	Category 8,Category 2,Category 5	TV	12	7.11	45873
2842	2843	6981	Chibi Maruko-chan: Watashi no Suki na Uta	Category 5	Movie	1	7.11	401
2843	2844	222	Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni	Category 2,Category 5	OVA	1	7.11	18659
2844	2845	6563	Dae Jang Geum: Jang Geum&#039;s Dream 2	Category 1,Category 4,Category 5	TV	26	7.11	452
2845	2846	3229	Deltora Quest	Category 8,Category 4	TV	65	7.11	10591
2846	2847	2567	Dr. Slump	Category 6,Category 4,Category 5	TV	74	7.11	8735
2847	2848	1902	Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai	Category 8,Category 1,Category 4,Category 5	Movie	1	7.11	54947
2848	2849	1985	Gatchaman Crowds Insight: Inbound	Category 4,Category 6	ONA	1	7.11	14786
2849	2850	2725	Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi	Category 6,Category 5	Special	1	7.11	3444
2850	2851	2713	Gosick Recap	Category 1,Category 4,Category 7	Special	1	7.11	8792
2851	2852	910	Hayate no Gotoku! Can&#039;t Take My Eyes Off You	Category 4,Category 5	TV	12	7.11	31435
2852	2853	7238	Kawa no Hikari	Category 4	Special	1	7.11	806
2853	2854	4647	Koutetsushin Jeeg	Category 6	TV	13	7.11	3627
2854	2855	6215	Lupin III: Hemingway Paper no Nazo	Category 1,Category 4,Category 7,Category 5	Special	1	7.11	2819
2855	2856	5745	Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi	Category 1,Category 4,Category 5	Special	1	7.11	2083
2856	2857	1194	Mahou Sensei Negima!	Category 8,Category 4,Category 2,Category 5	TV	26	7.11	76253
2857	2858	7226	Mahoujin Guru Guru Movie	Category 8,Category 4,Category 5	Movie	1	7.11	826
2858	2859	7219	Mashin Eiyuuden Wataru	Category 6,Category 4,Category 5	TV	45	7.11	956
2859	2860	3081	Mermaid Melody Pichi Pichi Pitch	Category 8,Category 4,Category 2,Category 5	TV	52	7.11	32296
2860	2861	5145	Mudazumo Naki Kaikaku: The Legend of Koizumi	Category 3,Category 1,Category 5	OVA	3	7.11	8682
2861	2862	2194	Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!	Category 1,Category 4,Category 5	Movie	1	7.11	25174
2862	2863	6002	Porphy no Nagai Tabi	Category 1,Category 4,Category 2,Category 5	TV	52	7.11	1335
2863	2864	2966	Renkin San-kyuu Magical? Pokaan	Category 8,Category 5	TV	12	7.11	17273
2864	2865	2930	Rockman.EXE Beast+	Category 1,Category 4,Category 3,Category 6	TV	26	7.11	3224
2865	2866	4425	Sekiranun Graffiti	Category 3	Music	1	7.11	4014
2866	2867	1253	Shinmai Maou no Testament	Category 8,Category 1,Category 2,Category 5	TV	12	7.11	172321
2867	2868	1339	Taiyou no Mokushiroku: A Spirit of the Sun	Category 6,Category 2	Special	2	7.11	1433
2868	2869	6181	Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku	Category 8,Category 6,Category 1,Category 2	Movie	1	7.11	4812
2869	2870	6594	Tezuka Osamu no Buddha: Owarinaki Tabi	Category 8,Category 1,Category 2	Movie	1	7.11	1468
2870	2871	5938	Toaru Majutsu no Index 10th Anniversary PV	Category 4,Category 1,Category 5,Category 8,Category 6	Special	1	7.11	5052
2871	2872	2222	Toaru Majutsu no Index-tan	Category 5	Special	2	7.11	32949
2872	2873	6020	Tongari Boushi no Memole	Category 8,Category 2	TV	50	7.11	1009
2873	2874	6232	Uchuu Senkan Yamato: Kanketsu-hen	Category 6,Category 1,Category 4,Category 2	Movie	1	7.11	1609
2874	2875	3938	UFO Princess Valkyrie 3: Seiresetsu no Hanayome	Category 8,Category 6,Category 2,Category 5	OVA	6	7.11	4764
2875	2876	1834	Vassalord.	Category 7,Category 1,Category 5,Category 8,Category 9	OVA	1	7.11	15114
2876	2877	747	Asura Cryin&#039;	Category 8,Category 1,Category 6	TV	13	7.1	68608
2877	2878	1551	Chobits: Chibits	Category 2,Category 5	Special	1	7.1	35513
2878	2879	2068	Code Geass: Hangyaku no Lelouch Picture Drama	Category 2,Category 5	Special	9	7.1	33004
2879	2880	6310	Densetsu Kyojin Ideon	Category 6,Category 2	TV	39	7.1	5517
2880	2881	2100	Digimon Savers	Category 8,Category 4,Category 2,Category 5	TV	48	7.1	41021
2881	2882	2561	Digimon Tamers: Boukensha-tachi no Tatakai	Category 6,Category 4,Category 2	Movie	1	7.1	12676
2882	2883	2369	El Hazard: The Wanderers	Category 8,Category 4,Category 2,Category 5	TV	26	7.1	9289
2883	2884	947	Freezing Vibration	Category 6,Category 1,Category 2,Category 5	TV	12	7.1	79298
2884	2885	898	Guilty Crown: Lost Christmas	Category 6,Category 1,Category 4,Category 2	OVA	1	7.1	51604
2885	2886	4682	Kagaku Ninja-tai Gatchaman	Category 1,Category 4,Category 6	TV	105	7.1	4802
2886	2887	6076	Katekyo Hitman Reborn! x ēlDLIVE Special	Category 4	Special	1	7.1	4371
2887	2888	3518	Kono Danshi, Uchuujin to Tatakaemasu.	Category 8,Category 1,Category 4,Category 9	OVA	1	7.1	12732
2888	2889	4285	Lost Universe	Category 6,Category 4,Category 2,Category 5	TV	26	7.1	9293
2889	2890	5251	Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...	Category 2,Category 5	Special	1	7.1	1672
2890	2891	4850	Montana Jones	Category 4,Category 5	TV	52	7.1	784
2891	2892	3201	Muumin	Category 8,Category 4,Category 5	TV	65	7.1	2090
2892	2893	2295	Nana Recaps	Category 3,Category 2,Category 5	Special	3	7.1	11447
2893	2894	4674	Otogizoushi	Category 8,Category 1,Category 4,Category 2	TV	26	7.1	10591
2894	2895	646	Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys	Category 4,Category 1,Category 5,Category 8,Category 6	Movie	1	7.1	45203
2895	2896	716	Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi	Category 8,Category 1,Category 4	Movie	1	7.1	32654
2896	2897	4799	Prince of Tennis: The Band of Princes Film Kick the Future	Category 1,Category 3	Music	1	7.1	3826
2897	2898	6679	Ranma ½: DoCo Music Video	Category 1,Category 3,Category 5	OVA	1	7.1	1775
2898	2899	578	Shingetsutan Tsukihime	Category 4,Category 2,Category 7,Category 1,Category 8	TV	12	7.1	90713
2899	2900	4784	Starship Operators	Category 6,Category 2	TV	13	7.1	9704
2900	2901	580	Tenjou Tenge	Category 1,Category 4,Category 2,Category 5	TV	24	7.1	103449
2901	2902	3308	UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku	Category 6,Category 2,Category 5	TV	12	7.1	6249
2902	2903	1222	World Destruction: Sekai Bokumetsu no Rokunin	Category 8,Category 4	TV	13	7.1	34732
2903	2904	3641	Arete Hime	Category 8	Movie	1	7.09	6042
2904	2905	6293	Arslan Senki (TV) OVA	Category 8,Category 1,Category 4	OVA	2	7.08	9823
2905	2906	4044	Blue Seed Omake	Category 5	Special	14	7.09	1952
2906	2907	3420	Chicchana Yukitsukai Sugar Specials	Category 8,Category 2,Category 5	Special	2	7.09	3902
2907	2908	3693	Chobits Recap	Category 6,Category 2,Category 5	Special	1	7.09	29986
2908	2909	4922	Cobra The Animation: The Psycho-Gun	Category 1,Category 4,Category 6	OVA	4	7.09	2843
2909	2910	4923	Cobra The Animation: Time Drive	Category 1,Category 4,Category 6	OVA	2	7.09	2155
2910	2911	4371	Dai Mahou Touge	Category 8,Category 5	OVA	4	7.09	19555
2911	2912	625	Dragon Ball Movie 3: Makafushigi Daibouken	Category 4,Category 1,Category 5,Category 8,Category 6	Movie	1	7.09	25740
2912	2913	632	Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi	Category 8,Category 6,Category 4,Category 5	Movie	1	7.09	55789
2913	2914	3486	Dragonaut: The Resonance Special	Category 1,Category 2,Category 6	Special	1	7.09	6311
2914	2915	7253	Ginga Tetsudou Monogatari: Eien e no Bunkiten	Category 6,Category 1,Category 4,Category 2	TV	24	7.09	2072
2915	2916	555	Gokukoku no Brynhildr	Category 6,Category 7,Category 1,Category 2	TV	13	7.09	159899
2916	2917	2436	Grisaia no Rakuen Specials	Category 5	Special	5	7.09	15055
2917	2918	3397	Heart Realize	Category 3	Music	1	7.09	1626
2918	2919	2159	Hitsugi no Chaika OVA	Category 8,Category 1,Category 4,Category 5	OVA	1	7.09	20605
2919	2920	6810	Honoo no Alpenrose: Judy &amp; Randy	Category 1,Category 2	TV	20	7.09	979
2920	2921	858	Itsuka Tenma no Kuro Usagi OVA	Category 8,Category 4,Category 2,Category 5	OVA	1	7.09	13397
2921	2922	4269	Jinzou Ningen Kikaider The Animation	Category 6,Category 1,Category 4,Category 2	TV	13	7.09	5881
2922	2923	6739	Kaitou Joker 3rd Season	Category 7,Category 4,Category 5	TV	13	7.09	1880
2923	2924	4814	Key the Metal Idol	Category 6,Category 1,Category 3,Category 2	OVA	15	7.09	7949
2924	2925	4378	Kishin Douji Zenki	Category 4,Category 2,Category 7,Category 1,Category 5,Category 8	TV	51	7.09	5936
2925	2926	113	Kiss x Sis (TV)	Category 1,Category 2,Category 5	TV	12	7.09	215361
2926	2927	3840	Kodomo no Jikan Recap	Category 2,Category 5	OVA	1	7.09	8228
2927	2928	4711	Koitabi: True Tours Nanto	Category 2	Special	6	7.09	7452
2928	2929	3214	Korekuraide Utau	Category 3	Music	1	7.09	1395
2929	2930	708	Kurogane no Linebarrels	Category 1,Category 6	TV	24	7.09	30225
2930	2931	1337	Lupin III: Lupin vs. Fukusei-ningen	Category 1,Category 4,Category 7,Category 5	Movie	1	7.09	4969
2931	2932	1514	Macademi Wasshoi!	Category 8,Category 2,Category 5	TV	12	7.09	29401
2932	2933	4932	Mokke Specials	Category 8,Category 5,Category 7	Special	2	7.09	1331
2933	2934	3741	Night Walker: Mayonaka no Tantei	Category 8,Category 1,Category 7,Category 5	TV	12	7.09	11143
2934	2935	779	Ookami to Koushinryou II Specials	Category 8	Special	2	7.09	34903
2935	2936	6466	Otogi Juushi Akazukin	Category 8,Category 4,Category 5	TV	39	7.09	3847
2936	2937	6585	Sekai Meisaku Douwa: Hakuchou no Ouji	Category 8	Movie	1	7.09	809
2937	2938	3922	Shinkon Gattai Godannar!! 2nd Season	Category 6,Category 2,Category 5	TV	13	7.09	4865
2938	2939	3367	Sora wo Kakeru Shoujo	Category 6,Category 4,Category 5	TV	26	7.09	17574
2939	2940	5474	Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪	Category 8,Category 4,Category 2	Movie	1	7.09	2874
2940	2941	800	Tengen Toppa Gurren Lagann: Parallel Works 2	Category 3,Category 6	Music	7	7.09	13361
2941	2942	3106	Tsubasa to Hotaru	Category 2	Special	1	7.09	6651
2942	2943	4273	Uta Kata Special	Category 8,Category 2	Special	1	7.09	4385
2943	2944	5680	Ace wo Nerae!	Category 3,Category 2	TV	26	7.08	3945
2944	2945	6486	Anne no Nikki	Category 1,Category 2	Movie	1	7.08	3159
2945	2946	2991	Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life	Category 10,Category 2	ONA	7	7.08	43338
2946	2947	5271	Cardfight!! Vanguard: Legion Mate-hen	Category 8,Category 1,Category 4,Category 3	TV	33	7.08	5900
2947	2948	3770	Cello Hiki no Gauche (1982)	Category 8,Category 3,Category 4,Category 2	Movie	1	7.08	6524
2948	2949	6785	Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama	Category 6,Category 5	Special	1	7.08	2188
2949	2950	6429	Dash! Yonkurou	Category 1,Category 4,Category 3	TV	25	7.08	895
2950	2951	2013	Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku	Category 8,Category 6,Category 4,Category 5	OVA	2	7.08	21043
2951	2952	2517	Eureka Seven: Navigation ray=out	Category 6	Special	1	7.08	8630
2952	2953	5522	Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials	Category 8,Category 5	Special	5	7.08	9949
2953	2954	5087	Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi	Category 8,Category 7	Special	1	7.08	2601
2954	2955	960	IS: Infinite Stratos 2 - Hitonatsu no Omoide	Category 6,Category 1,Category 5	OVA	1	7.08	27030
2955	2956	1572	Kurozuka	Category 7,Category 2,Category 1,Category 8,Category 6	TV	12	7.08	52145
2956	2957	6224	Lupin III: Lupin Ansatsu Shirei	Category 1,Category 4,Category 5	Special	1	7.08	3006
2957	2958	4202	Mermaid&#039;s Scar	Category 8,Category 7,Category 2	OVA	1	7.08	3552
2958	2959	5045	Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou	Category 8,Category 4,Category 5	Special	1	7.08	5123
2959	2960	3869	Pita Ten	Category 8,Category 4,Category 2,Category 5	TV	26	7.08	16047
2960	2961	6318	Sekai Meisaku Douwa: Mori wa Ikiteiru	Category 8,Category 4	Movie	1	7.08	926
2961	2962	5735	Shin Tenchi Muyou! Specials	Category 6,Category 4,Category 2,Category 5	Special	6	7.08	2233
2962	2963	1440	Starmyu	Category 3,Category 2,Category 5	TV	12	7.08	21032
2963	2964	3355	Stratos 4 Advance Kanketsu-hen	Category 6,Category 5	OVA	2	7.08	1876
2964	2965	1212	Sumomomo Momomo: Chijou Saikyou no Yome	Category 1,Category 2,Category 5	TV	22	7.08	31385
2965	2966	3434	Sumomomo Momomo: Chijou Saikyou no Yome Specials	Category 1,Category 2,Category 5	Special	2	7.08	7082
2966	2967	6691	Touch: Sebangou no Nai Ace	Category 3,Category 2	Movie	1	7.08	1109
2967	2968	4822	Urusei Yatsura Movie 6: Itsudatte My Darling	Category 4,Category 2,Category 1,Category 5,Category 6	Movie	1	7.08	2553
2968	2969	5688	Yomigaeru Sora: Rescue Wings Special	Category 6,Category 1,Category 2	Special	1	7.08	1843
2969	2970	129	Yumekui Merry	Category 8,Category 1,Category 4	TV	13	7.08	89183
2970	2971	5185	Bakusou Kyoudai Let&#039;s &amp; Go WGP	Category 3,Category 4	TV	51	7.07	2378
2971	2972	3653	Battle Programmer Shirase	Category 6,Category 5	TV	15	7.07	22292
2972	2973	11	Black★Rock Shooter (TV)	Category 1,Category 2,Category 5	TV	8	7.07	198991
2973	2974	705	Blassreiter	Category 1,Category 6	TV	24	7.07	55444
2974	2975	5664	Cardfight!! Vanguard G: GIRS Crisis-hen	Category 1,Category 4,Category 3	TV	26	7.07	3060
2975	2976	1593	Carnival Phantasm: Illya-jou	Category 5	Special	1	7.07	19277
2976	2977	5645	Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou	Category 4,Category 2,Category 5	Movie	1	7.07	1999
2977	2978	5647	Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen	Category 4,Category 2,Category 5	Movie	1	7.07	1346
2978	2979	2020	Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku	Category 8,Category 1,Category 4,Category 6	OVA	1	7.07	15280
2979	2980	4261	Gate Keepers	Category 4,Category 1,Category 5,Category 8,Category 6	TV	24	7.07	14582
2980	2981	5784	Gegege no Kitarou (2007)	Category 8,Category 7,Category 5	TV	100	7.07	1656
2981	2982	6384	Getter Robo	Category 1,Category 4,Category 6	TV	51	7.07	2938
2982	2983	2728	Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi	Category 6,Category 5	Special	3	7.07	3121
2983	2984	7097	Goal FH: Field Hunter	Category 1,Category 3	TV	39	7.07	737
2984	2985	5010	Gundam Build Fighters Try: Island Wars	Category 1,Category 6	OVA	1	7.07	3569
2985	2986	722	Kimikiss Pure Rouge Special	Category 2	Special	1	7.07	9144
